NestID,Num,FEDate,EntDate,FoFDate,Fail,Fail Cat,Aban,NeHW,NeCB,NnHW,NnCB,NfHW,NfCB,xLong,yLat,EntAge,FoFAge,NDays,Year,Mo,FEDay,CBP,fYear,CBHatch,SurHat?
Z-34 (BB-34),3,6/9/14,6/15/14,7/2/14,0,No,0,3,0,2,0,2,0,-79.9347,41.78049,6,23,17,2014,6,40,No,y2014,0,1
T-20,3,6/10/14,6/10/14,6/21/14,1,Yes,0,4,0,0,0,0,0,-79.94368,41.78242,0,11,11,2014,6,41,No,y2014,0,0
EE-23 (DD-22),2,6/10/14,6/14/14,7/3/14,0,No,0,4,1,2,0,2,0,-79.94054,41.77758,4,23,19,2014,6,41,Yes,y2014,0,1
EE-38 (EE-39),2,6/10/14,6/14/14,6/20/14,1,Yes,0,4,0,0,0,0,0,-79.93153,41.77876,4,10,6,2014,6,41,No,y2014,0,0
Z-27 (Z-24),2,6/11/14,6/13/14,7/4/14,0,No,0,4,0,2,0,2,0,-79.93892,41.7803,2,23,21,2014,6,42,No,y2014,0,1
OO-37,3,6/11/14,6/14/14,7/2/14,1,Yes,0,4,0,3,0,0,0,-79.93126,41.77415,3,21,18,2014,6,42,No,y2014,0,1
OO-28,2,6/12/14,6/14/14,7/2/14,1,Yes,0,4,0,4,0,0,0,-79.93662,41.77344,2,20,18,2014,6,43,No,y2014,0,1
OO-31.1,3,6/12/14,6/30/14,7/2/14,1,Yes,0,null,2,0,2,0,0,-79.93435,41.77389,18,20,2,2014,6,43,Yes,y2014,1,1
GG-35 (GG-34),2,6/12/14,6/16/14,7/6/14,0,No,0,4,0,3,0,3,0,-79.93281,41.77753,4,24,20,2014,6,43,No,y2014,0,1
H-14 (I-15),2,6/13/14,6/14/14,7/7/14,0,No,0,4,0,4,0,4,0,-79.94821,41.78731,1,24,23,2014,6,44,No,y2014,0,1
P-15 (P-16),2,6/15/14,6/15/14,7/3/14,1,Yes,0,2,1,1,0,0,0,-79.94701,41.78387,0,18,18,2014,6,46,Yes,y2014,0,1
OO-31.2,1,6/16/14,6/25/14,6/30/14,1,Yes,0,2,1,1,0,0,0,-79.93494,41.77364,9,14,5,2014,6,47,Yes,y2014,0,1
MM-38 (MM-37),2,6/16/14,6/22/14,7/2/14,1,Yes,0,4,0,3,0,0,0,-79.93089,41.77475,6,16,10,2014,6,47,No,y2014,0,1
V-19 (X-21.2),1,6/17/14,6/30/14,7/10/14,0,No,0,4,1,3,0,3,0,-79.94419,41.78119,13,23,10,2014,6,48,Yes,y2014,0,1
DD-26 (CC-26),2,6/17/14,6/18/14,7/9/14,0,No,0,3,0,3,0,3,0,-79.93859,41.77811,1,22,21,2014,6,48,No,y2014,0,1
V-22 (R-19!),2,6/18/14,6/22/14,7/2/14,1,Yes,0,2,1,0,0,0,0,-79.94219,41.78139,4,14,10,2014,6,49,Yes,y2014,0,0
HH-29 (GG-30),2,6/18/14,6/22/14,6/26/14,1,Yes,1,2,0,0,0,0,0,-79.93687,41.77688,4,8,4,2014,6,49,No,y2014,0,0
N-19 (Q-19),2,6/19/14,7/4/14,7/11/14,0,No,0,3,0,3,0,3,0,-79.94421,41.78486,15,22,7,2014,6,50,No,y2014,0,1
W-21 (X-21),2,6/22/14,7/1/14,7/15/14,0,No,0,3,1,2,0,2,0,-79.94241,41.78097,9,23,14,2014,6,53,Yes,y2014,0,1
T-19 (T-20),4,6/25/14,6/27/14,7/17/14,0,No,0,2,1,2,0,2,0,-79.944,41.78221,2,22,20,2014,6,56,Yes,y2014,0,1
M-18 (L-16),2,6/26/14,6/29/14,7/19/14,0,No,0,2,1,1,0,1,0,-79.94554,41.78537,3,23,20,2014,6,57,Yes,y2014,0,1
CC-31 (BB-30),2,6/26/14,6/26/14,7/18/14,0,No,0,3,0,2,0,2,0,-79.93613,41.77897,0,22,22,2014,6,57,No,y2014,0,1
Y-26 (X-27),2,6/28/14,7/4/14,7/19/14,1,Yes,0,3,0,3,0,0,0,-79.9392,41.78057,6,21,15,2014,6,59,No,y2014,0,1
GG-38 (GG-36),2,6/28/14,7/4/14,7/22/14,0,No,0,4,1,3,0,3,0,-79.93124,41.77759,6,24,18,2014,6,59,Yes,y2014,0,1
GG-30,3,6/30/14,7/4/14,7/6/14,1,Yes,0,3,0,0,0,0,0,-79.9362,41.77744,4,6,2,2014,6,61,No,y2014,0,0
EE-42 (EE-41),3,7/1/14,7/4/14,7/25/14,0,No,0,3,0,3,0,3,0,-79.92908,41.77945,3,24,21,2014,7,62,No,y2014,0,1
Q-26,1,7/2/14,7/9/14,7/25/14,0,No,0,3,0,3,0,3,0,-79.94013,41.78418,7,23,16,2014,7,63,No,y2014,0,1
II-29 (KK-27),2,7/2/14,7/5/14,7/25/14,0,No,0,4,0,3,0,2,0,-79.9366,41.77617,3,23,20,2014,7,63,No,y2014,0,1
FF-43 (util. line),3,7/2/14,7/11/14,7/25/14,0,No,0,4,0,3,0,3,0,-79.9287,41.77801,9,23,14,2014,7,63,No,y2014,0,1
EE-43,2,7/2/14,7/22/14,7/25/14,0,No,0,4,0,4,0,4,0,-79.92854,41.77875,20,23,3,2014,7,63,No,y2014,0,1
N-11,3,7/3/14,7/16/14,7/26/14,0,No,0,4,0,3,0,3,0,-79.94924,41.78435,13,23,10,2014,7,64,No,y2014,0,1
M-20,3,7/3/14,7/11/14,7/16/14,1,Yes,0,3,0,0,0,0,0,-79.94342,41.78547,8,13,5,2014,7,64,No,y2014,0,0
Z-33 (Z-31),2,7/3/14,7/5/14,7/20/14,1,Yes,0,4,0,2,0,0,0,-79.9353,41.78063,2,17,15,2014,7,64,No,y2014,0,1
R-22 (P-22),2,7/4/14,7/8/14,7/9/14,1,Yes,1,4,1,0,0,0,0,-79.94304,41.78352,4,5,1,2014,7,65,Yes,y2014,0,0
JJ-32 (II-34),3,7/4/14,7/9/14,7/26/14,0,No,0,3,0,3,0,3,0,-79.9347,41.77588,5,22,17,2014,7,65,No,y2014,0,1
G-19,2,7/5/14,7/6/14,7/27/14,0,No,0,3,1,2,0,2,0,-79.94498,41.78815,1,22,21,2014,7,66,Yes,y2014,0,1
KK-36 (LL-36),2,7/5/14,7/5/14,7/27/14,0,No,0,3,0,3,0,3,0,-79.93224,41.77587,0,22,22,2014,7,66,No,y2014,0,1
R-21 (P-22),2,7/6/14,7/11/14,7/31/14,0,No,0,3,0,3,0,2,0,-79.94325,41.78363,5,25,20,2014,7,67,No,y2014,0,1
V-23 (W-23.2),2,7/7/14,7/10/14,7/31/14,0,No,0,3,1,3,0,2,0,-79.94173,41.78181,3,24,21,2014,7,68,Yes,y2014,0,1
U-16 (P-16),2,7/8/14,7/16/14,7/30/14,0,No,0,3,0,3,0,3,0,-79.94613,41.78168,8,22,14,2014,7,69,No,y2014,0,1
X-23 (W-23),3,7/8/14,7/9/14,8/1/14,0,No,0,2,1,1,0,1,0,-79.94156,41.78092,1,24,23,2014,7,69,Yes,y2014,0,1
MM-38 (MM-37),3,7/9/14,7/16/14,8/1/14,0,No,0,4,0,3,0,3,0,-79.93095,41.77503,7,23,16,2014,7,70,No,y2014,0,1
OO-37,2,7/10/14,7/10/14,8/2/14,0,No,0,3,0,2,0,2,0,-79.93137,41.77393,0,23,23,2014,7,71,No,y2014,0,1
AA-26 (Z-24),3,7/12/14,7/14/14,8/5/14,0,No,0,3,0,3,0,3,0,-79.93922,41.78018,2,24,22,2014,7,73,No,y2014,0,1
OO-28,3,7/12/14,7/31/14,8/3/14,0,No,0,3,0,3,0,3,0,-79.93629,41.77339,19,22,3,2014,7,73,No,y2014,0,1
GG-26 (FF-26),3,7/13/14,7/14/14,8/5/14,0,No,0,3,0,3,0,3,0,-79.93867,41.77679,1,23,22,2014,7,74,No,y2014,0,1
HH-23 (GG-21),2,7/15/14,7/17/14,8/6/14,0,No,0,3,1,2,0,2,0,-79.94036,41.7761,2,22,20,2014,7,76,Yes,y2014,0,1
OO-38 (King Road),2,7/27/14,8/8/14,8/19/14,0,No,0,3,0,2,0,2,0,-79.93048,41.77399,12,23,11,2014,7,88,No,y2014,0,1
BB-24,1,5/18/15,5/18/15,5/22/15,1,Yes,0,2,1,0,0,0,0,-79.9406,41.77891,0,4,4,2015,5,18,Yes,y2015,0,0
Q-19,1,5/19/15,5/23/15,5/25/15,1,Yes,0,4,0,0,0,0,0,-79.94297,41.78403,4,6,2,2015,5,19,No,y2015,0,0
OO-28,1,5/19/15,5/25/15,6/11/15,0,No,0,4,0,4,0,4,0,-79.93671,41.77333,6,23,17,2015,5,19,No,y2015,0,1
OO-30,1,5/19/15,5/25/15,5/31/15,1,Yes,0,4,0,0,0,0,0,-79.93585,41.7738,6,12,6,2015,5,19,No,y2015,0,0
OO-37,1,5/19/15,5/20/15,6/13/15,0,No,0,5,0,3,0,3,0,-79.93092,41.77423,1,25,24,2015,5,19,No,y2015,0,1
H-18,1,5/20/15,6/5/15,6/6/15,1,Yes,0,4,0,4,0,0,0,-79.94595,41.78734,16,17,1,2015,5,20,No,y2015,0,1
R-16,1,5/20/15,5/21/15,6/13/15,0,No,0,4,0,4,0,4,0,-79.94585,41.78297,1,24,23,2015,5,20,No,y2015,0,1
X-19,1,5/20/15,5/26/15,6/2/15,1,Yes,0,4,0,0,0,0,0,-79.94432,41.78065,6,13,7,2015,5,20,No,y2015,0,0
U-25 (U-26),1,5/20/15,5/23/15,6/14/15,0,No,0,4,1,4,0,4,0,-79.94048,41.78247,3,25,22,2015,5,20,Yes,y2015,0,1
MM-29,1,5/20/15,5/20/15,5/27/15,1,Yes,0,3,0,0,0,0,0,-79.93652,41.77463,0,7,7,2015,5,20,No,y2015,0,0
II-33,1,5/20/15,5/20/15,6/13/15,0,No,0,3,1,2,0,2,0,-79.93433,41.77635,0,24,24,2015,5,20,Yes,y2015,0,1
FF-35,1,5/20/15,5/20/15,5/26/15,1,Yes,1,2,1,0,0,0,0,-79.93372,41.77792,0,6,6,2015,5,20,Yes,y2015,0,0
N-11,1,5/21/15,5/21/15,6/14/15,0,No,0,3,0,3,0,3,0,-79.94952,41.78438,0,24,24,2015,5,21,No,y2015,0,1
J-14 (I-14),1,5/21/15,5/21/15,6/13/15,0,No,0,3,1,2,0,2,0,-79.94805,41.78653,0,23,23,2015,5,21,Yes,y2015,0,1
T-20,1,5/21/15,5/21/15,6/2/15,1,Yes,1,4,0,0,0,0,0,-79.94313,41.78239,0,12,12,2015,5,21,No,y2015,0,0
Y-26 (X-27),1,5/21/15,5/21/15,5/22/15,1,Yes,1,1,1,0,0,0,0,-79.93921,41.78043,0,1,1,2015,5,21,Yes,y2015,0,0
L-19,1,5/22/15,5/23/15,6/15/15,0,No,0,4,0,4,0,4,0,-79.94454,41.78594,1,24,23,2015,5,22,No,y2015,0,1
V-19,1,5/22/15,5/23/15,5/25/15,1,Yes,1,2,1,0,0,0,0,-79.94412,41.78168,1,3,2,2015,5,22,Yes,y2015,0,0
V-22 (W-23),1,5/22/15,6/1/15,6/15/15,0,No,0,4,0,4,0,4,0,-79.94212,41.78151,10,24,14,2015,5,22,No,y2015,0,1
EE-30,1,5/22/15,5/22/15,5/26/15,1,Yes,1,2,1,0,0,0,0,-79.93665,41.77801,0,4,4,2015,5,22,Yes,y2015,0,0
CC-31,1,5/22/15,5/22/15,6/13/15,1,Yes,0,3,1,3,0,0,0,-79.9361,41.77892,0,22,22,2015,5,22,Yes,y2015,0,1
LL-36,1,5/22/15,5/22/15,5/23/15,1,Yes,1,1,0,0,0,0,0,-79.93182,41.7756,0,1,1,2015,5,22,No,y2015,0,0
HH-44 (KR House),1,5/22/15,5/22/15,6/14/15,0,No,0,4,0,4,0,4,0,-79.92776,41.77632,0,23,23,2015,5,22,No,y2015,0,1
AA-21 (Y-23),1,5/23/15,5/23/15,6/10/15,1,Yes,0,3,0,3,0,0,0,-79.94211,41.77941,0,18,18,2015,5,23,No,y2015,0,1
DD-23,1,5/23/15,5/23/15,6/5/15,1,Yes,0,4,1,0,0,0,0,-79.94111,41.77819,0,13,13,2015,5,23,Yes,y2015,0,0
GG-26,1,5/24/15,5/25/15,6/16/15,0,No,0,4,0,4,0,4,0,-79.93848,41.77687,1,23,22,2015,5,24,No,y2015,0,1
K-16 (K-15),1,5/25/15,5/26/15,6/17/15,0,No,0,3,0,3,0,3,0,-79.94672,41.78642,1,23,22,2015,5,25,No,y2015,0,1
EE-20,1,5/25/15,5/25/15,5/26/15,1,Yes,1,1,0,0,0,0,0,-79.94254,41.77746,0,1,1,2015,5,25,No,y2015,0,0
NN-36 (OO-35),1,5/25/15,5/25/15,6/18/15,0,No,0,4,0,4,0,4,0,-79.93205,41.77454,0,24,24,2015,5,25,No,y2015,0,1
G-19,1,5/26/15,5/26/15,6/13/15,1,Yes,0,2,1,0,0,0,0,-79.94514,41.78866,0,18,18,2015,5,26,Yes,y2015,0,0
JJ-35,2,5/26/15,5/30/15,6/20/15,0,No,0,4,0,4,0,4,0,-79.93291,41.77631,4,25,21,2015,5,26,No,y2015,0,1
FF-44 (EE-44),1,5/26/15,5/27/15,5/31/15,1,Yes,0,3,0,0,0,0,0,-79.92777,41.7787,1,5,4,2015,5,26,No,y2015,0,0
T-23,1,5/27/15,6/2/15,6/7/15,1,Yes,0,4,0,0,0,0,0,-79.94163,41.78248,6,11,5,2015,5,27,No,y2015,0,0
BB-24,2,5/27/15,5/27/15,6/18/15,0,No,0,3,0,3,0,3,0,-79.94039,41.77916,0,22,22,2015,5,27,No,y2015,0,1
J-18,1,5/28/15,5/28/15,6/10/15,1,Yes,0,3,1,0,0,0,0,-79.94572,41.78666,0,13,13,2015,5,28,Yes,y2015,0,0
P-20 (Q-19),2,5/28/15,6/1/15,6/12/15,1,Yes,0,4,1,0,0,0,0,-79.94352,41.78421,4,15,11,2015,5,28,Yes,y2015,0,0
GG-21,1,5/28/15,6/3/15,6/20/15,0,No,0,4,0,4,0,4,0,-79.94218,41.77618,6,23,17,2015,5,28,No,y2015,0,1
MM-38,1,5/28/15,5/30/15,6/21/15,0,No,0,3,1,3,0,3,0,-79.93081,41.77526,2,24,22,2015,5,28,Yes,y2015,0,1
HH-42 (KR PowW),1,5/28/15,5/29/15,6/4/15,1,Yes,0,2,2,0,0,0,0,-79.92859,41.77757,1,7,6,2015,5,28,Yes,y2015,0,0
BB-19 (AA-20),1,5/29/15,5/29/15,6/5/15,1,Yes,0,3,1,0,0,0,0,-79.94344,41.77847,0,7,7,2015,5,29,Yes,y2015,0,0
DD-28 (CC-28),1,5/29/15,5/29/15,6/10/15,1,Yes,0,4,0,0,0,0,0,-79.93739,41.77832,0,12,12,2015,5,29,No,y2015,0,0
GG-28,1,5/29/15,5/29/15,6/21/15,1,Yes,0,4,0,3,0,0,0,-79.93716,41.77703,0,23,23,2015,5,29,No,y2015,0,1
FF-43,1,5/29/15,5/29/15,6/2/15,1,Yes,1,4,1,0,0,0,0,-79.92877,41.77846,0,4,4,2015,5,29,Yes,y2015,0,0
O-14 (P-13),2,5/30/15,6/1/15,6/13/15,1,Yes,0,3,0,0,0,0,0,-79.94786,41.78407,2,14,12,2015,5,30,No,y2015,0,0
G-16 (H-16),1,5/30/15,6/5/15,6/14/15,1,Yes,0,3,1,0,0,0,0,-79.9471,41.7879,6,15,9,2015,5,30,Yes,y2015,0,0
T-15,1,5/30/15,5/31/15,6/17/15,1,Yes,0,3,0,null,0,0,0,-79.94633,41.7823,1,18,17,2015,5,30,No,y2015,0,null
M-20,1,5/30/15,6/4/15,6/18/15,1,Yes,0,4,0,3,0,0,0,-79.94376,41.78554,5,19,14,2015,5,30,No,y2015,0,1
GG-36 (FF-35),2,5/30/15,5/31/15,6/13/15,1,Yes,0,3,1,0,0,0,0,-79.93228,41.77781,1,14,13,2015,5,30,Yes,y2015,0,0
U-19 (V-19),2,5/31/15,6/5/15,6/10/15,1,Yes,0,4,0,0,0,0,0,-79.94393,41.78157,5,10,5,2015,5,31,No,y2015,0,0
EE-26 (DD-26),3,5/31/15,5/31/15,6/5/15,1,Yes,0,4,0,0,0,0,0,-79.93844,41.77758,0,5,5,2015,5,31,No,y2015,0,0
KK-27 (MM-29),2,5/31/15,6/3/15,6/5/15,1,Yes,0,3,0,0,0,0,0,-79.9379,41.77501,3,5,2,2015,5,31,No,y2015,0,0
X-33,1,5/31/15,5/31/15,6/8/15,1,Yes,0,4,0,0,0,0,0,-79.93527,41.78152,0,8,8,2015,5,31,No,y2015,0,0
DD-21 (EE-20),2,6/1/15,6/1/15,6/25/15,0,No,0,3,1,2,0,2,0,-79.94141,41.77798,0,24,24,2015,6,32,Yes,y2015,0,1
X-27,3,6/1/15,6/6/15,6/25/15,0,No,0,4,0,3,0,3,0,-79.93887,41.78116,5,24,19,2015,6,32,No,y2015,0,1
GG-37,1,6/1/15,6/7/15,6/13/15,1,Yes,0,2,1,0,0,0,0,-79.93185,41.77736,6,12,6,2015,6,32,Yes,y2015,0,0
Y-31 (Z-31),1,6/2/15,6/2/15,6/25/15,0,No,0,4,0,4,0,4,0,-79.93659,41.78098,0,23,23,2015,6,33,No,y2015,0,1
GG-32,1,6/2/15,6/6/15,6/25/15,0,No,0,3,0,3,0,2,0,-79.93498,41.7774,4,23,19,2015,6,33,No,y2015,0,1
DD-38 (EE-40),1,6/4/15,6/4/15,6/5/15,1,Yes,1,0,1,0,0,0,0,-79.9314,41.77902,0,1,1,2015,6,35,Yes,y2015,0,0
FF-44 (EE-44),2,6/5/15,6/6/15,6/27/15,0,No,0,4,0,4,0,4,0,-79.92786,41.77843,1,22,21,2015,6,36,No,y2015,0,1
S-21 (T-20),2,6/6/15,6/10/15,6/13/15,1,Yes,0,4,0,0,0,0,0,-79.94313,41.78319,4,7,3,2015,6,37,No,y2015,0,0
X-20 (X-19),2,6/7/15,6/9/15,6/27/15,1,Yes,0,3,1,2,0,0,0,-79.94345,41.78035,2,20,18,2015,6,38,Yes,y2015,0,1
EE-43 (FF-43),2,6/7/15,6/7/15,6/30/15,0,No,0,3,1,2,0,2,0,-79.9286,41.77888,0,23,23,2015,6,38,Yes,y2015,0,1
EE-32 (EE-30),2,6/8/15,6/11/15,6/30/15,0,No,0,2,1,2,0,2,0,-79.93526,41.77825,3,22,19,2015,6,39,Yes,y2015,0,1
HH-43 (KR PowE),2,6/9/15,6/12/15,6/27/15,1,Yes,0,3,1,0,0,0,0,-79.92768,41.77803,3,18,15,2015,6,40,Yes,y2015,0,0
CC-22 (DD-23),2,6/10/15,6/10/15,7/4/15,0,No,0,4,0,4,0,4,0,-79.94144,41.77865,0,24,24,2015,6,41,No,y2015,0,1
CC-27 (DD-26),4,6/11/15,6/11/15,7/4/15,0,No,0,4,0,4,0,4,0,-79.93855,41.77872,0,23,23,2015,6,42,No,y2015,0,1
LL-28 (MM-29),3,6/11/15,6/17/15,7/4/15,0,No,0,3,0,2,0,2,0,-79.93679,41.77469,6,23,17,2015,6,42,No,y2015,0,1
BB-20 (AA-20),2,6/12/15,6/12/15,6/13/15,1,Yes,1,1,1,0,0,0,0,-79.94305,41.77884,0,1,1,2015,6,43,Yes,y2015,0,0
HH-42 (KR PowW),2,6/12/15,6/12/15,6/14/15,1,Yes,0,1,0,0,0,0,0,-79.92897,41.77791,0,2,2,2015,6,43,No,y2015,0,0
U-23 (T-23),2,6/13/15,6/16/15,6/18/15,1,Yes,1,4,1,0,0,0,0,-79.94128,41.7823,3,5,2,2015,6,44,Yes,y2015,0,0
Z-33 (X-33),2,6/13/15,6/16/15,7/6/15,0,No,0,3,0,3,0,3,0,-79.93525,41.78072,3,23,20,2015,6,44,No,y2015,0,1
BB-29 (CC-28),2,6/15/15,6/19/15,7/3/15,1,Yes,0,4,0,4,0,0,0,-79.93747,41.77928,4,18,14,2015,6,46,No,y2015,0,1
P-19 (Q-19),3,6/16/15,6/18/15,7/9/15,0,No,0,3,1,3,0,3,0,-79.9445,41.784,2,23,21,2015,6,47,Yes,y2015,0,1
Y-22 (Z-21),2,6/16/15,6/16/15,6/27/15,1,Yes,0,3,1,0,0,0,0,-79.9417,41.78025,0,11,11,2015,6,47,Yes,y2015,0,0
F-19 (G-19),2,6/17/15,6/21/15,6/27/15,1,Yes,0,4,0,0,0,0,0,-79.94512,41.78873,4,10,6,2015,6,48,No,y2015,0,0
V-19,3,6/17/15,6/17/15,6/20/15,1,Yes,0,3,0,0,0,0,0,-79.94376,41.78146,0,3,3,2015,6,48,No,y2015,0,0
AA-21 (AA-20),3,6/17/15,6/17/15,7/5/15,1,Yes,0,2,0,0,0,0,0,-79.94223,41.77915,0,18,18,2015,6,48,No,y2015,0,0
P-11 (P-13),3,6/19/15,6/25/15,7/2/15,1,Yes,0,3,0,0,0,0,0,-79.94923,41.78324,6,13,7,2015,6,50,No,y2015,0,0
T-20,3,6/19/15,6/19/15,6/22/15,1,Yes,1,2,1,0,0,0,0,-79.94348,41.78262,0,3,3,2015,6,50,Yes,y2015,0,0
LL-34 (II-33),2,6/19/15,6/19/15,6/30/15,1,Yes,1,2,1,0,0,0,0,-79.93331,41.77489,0,11,11,2015,6,50,Yes,y2015,0,0
GG-38 (GG-37),2,6/19/15,6/23/15,6/30/15,1,Yes,0,1,2,0,0,0,0,-79.93116,41.77767,4,11,7,2015,6,50,Yes,y2015,0,0
CC-32 (DD-31),2,6/20/15,6/20/15,6/30/15,1,Yes,0,4,0,0,0,0,0,-79.93546,41.77899,0,10,10,2015,6,51,No,y2015,0,0
HH-35 (FF-35),3,6/20/15,6/23/15,7/5/15,1,Yes,0,3,0,0,0,0,0,-79.93286,41.77712,3,15,12,2015,6,51,No,y2015,0,0
M-11 (N-11),2,6/21/15,6/30/15,7/16/15,0,No,0,4,0,4,0,4,0,-79.94969,41.78482,9,25,16,2015,6,52,No,y2015,0,1
S-15 (T-15),2,6/22/15,6/23/15,7/15/15,0,No,0,3,0,3,0,3,0,-79.94673,41.78231,1,23,22,2015,6,53,No,y2015,0,1
G-18 (H-16),2,6/23/15,6/23/15,6/27/15,1,Yes,1,2,1,0,0,0,0,-79.94624,41.78805,0,4,4,2015,6,54,Yes,y2015,0,0
J-17 (H-18),2,6/23/15,6/23/15,6/27/15,1,Yes,1,2,0,0,0,0,0,-79.94623,41.78671,0,4,4,2015,6,54,No,y2015,0,0
T-19 (V-19),4,6/25/15,6/26/15,7/11/15,1,Yes,0,3,0,3,0,0,0,-79.9441,41.78254,1,16,15,2015,6,56,No,y2015,0,1
T-20,4,6/25/15,6/25/15,7/2/15,1,Yes,0,2,0,0,0,0,0,-79.94314,41.78246,0,7,7,2015,6,56,No,y2015,0,0
