NestID,Num,FEDate,EntDate,FoFDate,Fail,Fail Cat,Aban,NeHW,NeCB,NnHW,NnCB,NfHW,NfCB,xLong,yLat,EntAge,FoFAge,NDays,Year,Mo,FEDay,CBP,fYear,CBHatch,SurHat?
R-23 (T-23),3,6/25/15,7/2/15,7/17/15,0,No,0,3,0,3,0,3,0,-79.94223,41.78344,7,22,15,2015,6,56,No,y2015,0,1
FF-24 (GG-25,2,6/26/15,7/3/15,7/13/15,1,Yes,0,2,1,2,0,0,0,-79.93977,41.77767,7,17,10,2015,6,57,Yes,y2015,0,1
HH-27 (GG-28),2,6/27/15,6/29/15,7/5/15,1,Yes,0,3,0,0,0,0,0,-79.93775,41.77663,2,8,6,2015,6,58,No,y2015,0,0
OO-38 (King Road),2,6/29/15,6/29/15,7/23/15,0,No,0,4,0,4,0,4,0,-79.93063,41.77385,0,24,24,2015,6,60,No,y2015,0,1
HH-22 (GG-21),2,6/30/15,7/20/15,7/23/15,0,No,0,3,0,3,0,3,0,-79.94086,41.77621,20,23,3,2015,6,61,No,y2015,0,1
U-27 (U-26),2,6/30/15,7/2/15,7/23/15,0,No,0,3,0,3,0,3,0,-79.93905,41.78281,2,23,21,2015,6,61,No,y2015,0,1
Z-22 (Y-23),3,7/2/15,7/2/15,7/25/15,0,No,0,4,0,3,0,3,0,-79.9414,41.77993,0,23,23,2015,7,63,No,y2015,0,1
L-16 (K-15),2,7/3/15,7/8/15,7/9/15,1,Yes,0,2,1,0,0,0,0,-79.94686,41.78586,5,6,1,2015,7,64,Yes,y2015,0,0
H-17 (H-16),3,7/3/15,7/15/15,7/23/15,1,Yes,0,4,0,4,0,0,0,-79.94643,41.78777,12,20,8,2015,7,64,No,y2015,0,1
G-19,3,7/3/15,7/5/15,7/25/15,0,No,0,2,1,1,0,1,0,-79.94484,41.78815,2,22,20,2015,7,64,Yes,y2015,0,1
HH-43 (KR PowE),2,7/3/15,7/7/15,7/9/15,1,Yes,0,3,0,0,0,0,0,-79.92714,41.77687,4,6,2,2015,7,64,No,y2015,0,0
Z-19 (X-19),3,7/4/15,7/7/15,7/25/15,1,Yes,0,3,0,3,0,0,0,-79.94347,41.77954,3,21,18,2015,7,65,No,y2015,0,1
OO-36 (OO-37),2,7/4/15,7/6/15,7/26/15,0,No,0,3,0,3,0,2,0,-79.93169,41.77387,2,22,20,2015,7,65,No,y2015,0,1
I-12 (J-14),2,7/5/15,7/5/15,7/27/15,0,No,0,3,0,3,0,3,0,-79.94947,41.78669,0,22,22,2015,7,66,No,y2015,0,1
CC-34 (CC-31),3,7/6/15,7/17/15,7/29/15,0,No,0,2,1,2,0,2,0,-79.93439,41.77967,11,23,12,2015,7,67,Yes,y2015,0,1
P-13,4,7/7/15,7/8/15,7/29/15,0,No,0,3,0,2,0,2,0,-79.94823,41.78362,1,22,21,2015,7,68,No,y2015,0,1
DD-28 (CC-28),3,7/7/15,7/8/15,7/29/15,0,No,0,3,0,2,0,1,0,-79.9377,41.77848,1,22,21,2015,7,68,No,y2015,0,1
Y-31 (Z-31),2,7/7/15,7/16/15,7/29/15,0,No,0,3,0,3,0,3,0,-79.93649,41.78123,9,22,13,2015,7,68,No,y2015,0,1
R-21 (T-20),5,7/8/15,7/8/15,7/9/15,1,Yes,1,1,1,0,0,0,0,-79.94312,41.78322,0,1,1,2015,7,69,Yes,y2015,0,0
L-18,2,7/10/15,7/10/15,8/1/15,0,No,0,2,0,2,0,2,0,-79.94549,41.78553,0,22,22,2015,7,71,No,y2015,0,1
W-27 (X-27),4,7/10/15,7/16/15,7/17/15,1,Yes,0,2,0,0,0,0,0,-79.93896,41.78174,6,7,1,2015,7,71,No,y2015,0,0
K-15,3,7/14/15,7/16/15,8/5/15,0,No,0,3,0,3,0,3,0,-79.94738,41.78587,2,22,20,2015,7,75,No,y2015,0,1
T-20,6,7/14/15,7/16/15,8/6/15,0,No,0,2,0,2,0,2,0,-79.94348,41.78268,2,23,21,2015,7,75,No,y2015,0,1
Z-34 (Y-33),3,7/17/15,7/17/15,8/9/15,0,No,0,3,0,3,0,3,0,-79.93465,41.78048,0,23,23,2015,7,78,No,y2015,0,1
U-18 (V-19),5,7/18/15,7/23/15,8/11/15,0,No,0,3,0,3,0,3,0,-79.94447,41.78176,5,24,19,2015,7,79,No,y2015,0,1
HH-43 (KR PowE),3,7/19/15,7/22/15,8/10/15,0,No,0,3,0,3,0,3,0,-79.92714,41.77687,3,22,19,2015,7,80,No,y2015,0,1
II-30,4,7/21/15,7/30/15,8/3/15,1,Yes,0,3,0,0,0,0,0,-79.93582,41.77642,9,13,4,2015,7,82,No,y2015,0,0
X-27,1,5/17/16,5/18/16,6/10/16,1,Yes,0,3,2,2,0,0,0,-79.93862,41.78099,1,24,23,2016,5,17,Yes,y2016,0,1
O-11,1,5/18/16,5/23/16,6/11/16,0,No,0,2,2,2,0,2,0,-79.94952,41.78404,5,24,19,2016,5,18,Yes,y2016,0,1
V-22,1,5/23/16,5/23/16,6/15/16,1,Yes,0,2,1,1,1,0,0,-79.94186,41.78157,0,23,23,2016,5,23,Yes,y2016,1,1
OO-36,1,5/23/16,6/6/16,6/10/16,1,Yes,0,4,1,3,0,0,0,-79.9323,41.77412,14,18,4,2016,5,23,Yes,y2016,0,1
FF-44,1,5/23/16,5/27/16,6/10/16,1,Yes,0,3,1,2,0,0,0,-79.9279,41.77854,4,18,14,2016,5,23,Yes,y2016,0,1
OO-29,1,5/24/16,5/30/16,6/16/16,0,No,0,3,0,3,0,3,0,-79.93622,41.77301,6,23,17,2016,5,24,No,y2016,0,1
P-12,1,5/25/16,6/17/16,6/18/16,0,No,0,4,0,4,0,4,0,-79.9484,41.78357,23,24,1,2016,5,25,No,y2016,0,1
Q-18,1,5/25/16,5/30/16,6/18/16,0,No,0,3,1,3,0,3,0,-79.94522,41.78326,5,24,19,2016,5,25,Yes,y2016,0,1
DD-23,1,5/25/16,5/31/16,6/7/16,1,Yes,0,3,2,0,0,0,0,-79.94099,41.77821,6,13,7,2016,5,25,Yes,y2016,0,0
LL-36,1,5/25/16,5/30/16,6/18/16,0,No,0,4,0,4,0,4,0,-79.93221,41.77567,5,24,19,2016,5,25,No,y2016,0,1
JJ-35,1,5/26/16,5/27/16,6/7/16,1,Yes,0,4,0,0,0,0,0,-79.9333,41.77657,1,12,11,2016,5,26,No,y2016,0,0
BB-32,1,5/27/16,5/27/16,6/14/16,1,Yes,0,4,0,4,0,0,0,-79.93582,41.77992,0,18,18,2016,5,27,No,y2016,0,1
MM-34,1,5/27/16,6/2/16,6/13/16,1,Yes,0,1,1,0,1,0,0,-79.93326,41.77492,6,17,11,2016,5,27,Yes,y2016,1,1
P-21,1,5/28/16,5/30/16,6/19/16,0,No,0,3,0,3,0,3,0,-79.9435,41.78438,2,22,20,2016,5,28,No,y2016,0,1
Y-22,1,5/28/16,5/30/16,6/4/16,1,Yes,0,4,0,0,0,0,0,-79.94198,41.78037,2,7,5,2016,5,28,No,y2016,0,0
GG-22,1,5/28/16,6/2/16,6/3/16,1,Yes,0,3,0,0,0,0,0,-79.94109,41.77669,5,6,1,2016,5,28,No,y2016,0,0
U-28,1,5/28/16,5/30/16,6/7/16,1,Yes,1,3,1,0,0,0,0,-79.93874,41.78257,2,10,8,2016,5,28,Yes,y2016,0,0
OO-28,1,5/28/16,6/18/16,6/21/16,0,No,0,4,0,4,0,4,0,-79.93694,41.77374,21,24,3,2016,5,28,No,y2016,0,1
GG-37,1,5/28/16,5/31/16,6/14/16,1,Yes,0,3,1,2,0,0,0,-79.93182,41.77747,3,17,14,2016,5,28,Yes,y2016,0,1
K-15,1,5/29/16,5/31/16,6/21/16,0,No,0,4,0,4,0,2,0,-79.94729,41.78596,2,23,21,2016,5,29,No,y2016,0,1
Z-19,1,5/29/16,5/30/16,5/31/16,1,Yes,0,2,0,0,0,0,0,-79.94345,41.77958,1,2,1,2016,5,29,No,y2016,0,0
HH-42 (KR PowW),1,5/29/16,6/13/16,6/18/16,1,Yes,0,4,0,4,0,0,0,-79.9277,41.77767,15,20,5,2016,5,29,No,y2016,0,1
U-15,1,5/31/16,6/1/16,6/2/16,1,Yes,0,2,0,0,0,0,0,-79.94634,41.78161,1,2,1,2016,5,31,No,y2016,0,0
L-17,1,5/31/16,5/31/16,6/4/16,1,Yes,0,4,0,0,0,0,0,-79.94572,41.78569,0,4,4,2016,5,31,No,y2016,0,0
R-22,1,5/31/16,6/1/16,6/21/16,1,Yes,0,4,0,4,0,0,0,-79.94299,41.78344,1,21,20,2016,5,31,No,y2016,0,1
HH-44 (KR House),1,5/31/16,6/13/16,6/24/16,0,No,0,4,0,4,0,3,0,-79.92842,41.77675,13,24,11,2016,5,31,No,y2016,0,1
HH-29,1,6/1/16,6/1/16,6/24/16,0,No,0,3,0,3,0,2,0,-79.93667,41.777,0,23,23,2016,6,32,No,y2016,0,1
DD-34,1,6/1/16,6/1/16,6/2/16,1,Yes,0,0,1,0,0,0,0,-79.93445,41.77915,0,1,1,2016,6,32,Yes,y2016,0,0
H-14,1,6/2/16,6/3/16,6/13/16,1,Yes,1,4,0,0,0,0,0,-79.94827,41.78756,1,11,10,2016,6,33,No,y2016,0,0
KK-27,1,6/2/16,6/2/16,6/13/16,1,Yes,0,3,0,0,0,0,0,-79.93803,41.77502,0,11,11,2016,6,33,No,y2016,0,0
DD-42,1,6/2/16,6/2/16,6/24/16,0,No,0,2,2,1,2,0,1,-79.92963,41.77935,0,22,22,2016,6,33,Yes,y2016,1,1
R-19,1,6/3/16,6/4/16,6/22/16,1,Yes,0,3,0,2,0,0,0,-79.94415,41.78338,1,19,18,2016,6,34,No,y2016,0,1
X-19,2,6/3/16,6/6/16,6/24/16,0,No,0,2,0,2,0,2,0,-79.94394,41.78035,3,21,18,2016,6,34,No,y2016,0,1
HH-32,1,6/3/16,6/6/16,6/23/16,0,No,0,2,1,1,0,null,null,-79.93991,41.77612,3,20,17,2016,6,34,Yes,y2016,0,1
Y-31,1,6/3/16,6/4/16,6/26/16,0,No,0,4,0,3,0,1,0,-79.93642,41.78103,1,23,22,2016,6,34,No,y2016,0,1
OO-33,1,6/4/16,6/6/16,6/15/16,1,Yes,0,4,0,0,0,0,0,-79.93347,41.77307,2,11,9,2016,6,35,No,y2016,0,0
OO-35,1,6/4/16,6/6/16,6/19/16,1,Yes,0,4,0,0,0,0,0,-79.9325,41.77416,2,15,13,2016,6,35,No,y2016,0,0
F-11,1,6/5/16,6/7/16,6/28/16,0,No,0,4,0,4,0,4,0,-79.95095,41.78793,2,23,21,2016,6,36,No,y2016,0,1
S-18,1,6/5/16,6/17/16,6/29/16,0,No,0,3,1,1,1,1,1,-79.94504,41.78271,12,24,12,2016,6,36,Yes,y2016,1,1
EE-41,1,6/5/16,6/12/16,6/28/16,0,No,0,4,0,4,0,4,0,-79.92966,41.77911,7,23,16,2016,6,36,No,y2016,0,1
J-17,1,6/6/16,6/13/16,6/29/16,0,No,0,4,0,4,0,4,0,-79.94618,41.7869,7,23,16,2016,6,37,No,y2016,0,1
L-14,1,6/7/16,6/21/16,7/1/16,0,No,0,3,1,1,1,1,1,-79.94774,41.78566,14,24,10,2016,6,38,Yes,y2016,1,1
T-15,1,6/8/16,6/8/16,6/10/16,1,Yes,1,0,1,0,0,0,0,-79.9465,41.78193,0,2,2,2016,6,39,Yes,y2016,0,0
CC-32,1,6/9/16,6/9/16,6/10/16,1,Yes,0,0,1,0,0,0,0,-79.93528,41.77925,0,1,1,2016,6,40,Yes,y2016,0,0
H-19,1,6/10/16,6/17/16,6/26/16,1,Yes,0,2,2,1,0,0,0,-79.94521,41.78734,7,16,9,2016,6,41,Yes,y2016,0,1
M-15,1,6/11/16,6/13/16,7/3/16,0,No,0,3,0,2,0,2,0,-79.94702,41.78523,2,22,20,2016,6,42,No,y2016,0,1
Y-21,1,6/11/16,6/14/16,6/17/16,1,Yes,0,4,0,0,0,0,0,-79.94241,41.78016,3,6,3,2016,6,42,No,y2016,0,0
II-35,1,6/11/16,6/12/16,7/4/16,0,No,0,4,0,4,0,4,0,-79.93325,41.77669,1,23,22,2016,6,42,No,y2016,0,1
HH-43 (KR PowE),1,6/11/16,6/20/16,6/23/16,1,Yes,0,3,0,0,0,0,0,-79.92776,41.77632,9,12,3,2016,6,42,No,y2016,0,0
EE-22,1,6/12/16,6/22/16,7/5/16,0,No,0,4,0,4,0,4,0,-79.94098,41.77753,10,23,13,2016,6,43,No,y2016,0,1
CC-26,1,6/12/16,6/12/16,6/14/16,1,Yes,1,1,0,0,0,0,0,-79.9393,41.77853,0,2,2,2016,6,43,No,y2016,0,0
DD-33,1,6/13/16,6/21/16,7/5/16,0,No,0,3,0,3,0,3,0,-79.93462,41.77901,8,22,14,2016,6,44,No,y2016,0,1
P-14,1,6/15/16,6/29/16,7/7/16,0,No,0,null,1,1,1,1,1,-79.94743,41.78354,14,22,8,2016,6,46,Yes,y2016,1,1
AA-20,1,6/16/16,6/17/16,7/9/16,0,No,0,4,0,4,0,4,0,-79.94256,41.77907,1,23,22,2016,6,47,No,y2016,0,1
FF-21,1,6/16/16,6/29/16,7/4/16,1,Yes,0,4,0,4,0,0,0,-79.94162,41.77679,13,18,5,2016,6,47,No,y2016,0,1
W-27,1,6/16/16,6/18/16,6/23/16,1,Yes,0,3,1,0,0,0,0,-79.93919,41.78134,2,7,5,2016,6,47,Yes,y2016,0,0
FF-44,2,6/16/16,6/16/16,7/10/16,0,No,0,2,1,1,1,1,1,-79.92781,41.77879,0,24,24,2016,6,47,Yes,y2016,1,1
CC-33,1,6/17/16,6/17/16,7/9/16,0,No,0,3,0,3,0,3,0,-79.93529,41.77934,0,22,22,2016,6,48,No,y2016,0,1
T-24,1,6/18/16,6/25/16,7/12/16,0,No,0,3,0,3,0,3,0,-79.9407,41.78254,7,24,17,2016,6,49,No,y2016,0,1
MM-29,1,6/19/16,7/2/16,7/12/16,0,No,0,3,0,3,0,3,0,-79.93625,41.77436,13,23,10,2016,6,50,No,y2016,0,1
MM-38,1,6/19/16,7/2/16,7/3/16,1,Yes,0,null,0,2,0,0,0,-79.93102,41.77536,13,14,1,2016,6,50,No,y2016,0,1
L-11,1,6/21/16,6/26/16,7/1/16,1,Yes,0,4,0,0,0,0,0,-79.94989,41.78505,5,10,5,2016,6,52,No,y2016,0,0
GG-37,2,6/21/16,7/4/16,7/13/16,0,No,0,3,0,3,0,3,0,-79.93134,41.77714,13,22,9,2016,6,52,No,y2016,0,1
S-22,1,6/23/16,6/28/16,7/15/16,0,No,0,3,0,3,0,3,0,-79.94241,41.78313,5,22,17,2016,6,54,No,y2016,0,1
X-23,1,6/23/16,6/25/16,7/3/16,1,Yes,0,4,0,0,0,0,0,-79.94148,41.78098,2,10,8,2016,6,54,No,y2016,0,0
CC-24,1,6/23/16,6/29/16,7/10/16,1,Yes,0,3,1,2,0,0,0,-79.94,41.77884,6,17,11,2016,6,54,Yes,y2016,0,1
MM-34,2,6/26/16,6/26/16,6/29/16,1,Yes,0,3,0,0,0,0,0,-79.93274,41.77485,0,3,3,2016,6,57,No,y2016,0,0
Y-27,1,6/28/16,7/1/16,7/11/16,1,Yes,0,3,0,0,0,0,0,-79.93896,41.78059,3,13,10,2016,6,59,No,y2016,0,0
BB-31,1,6/28/16,6/28/16,7/13/16,1,Yes,0,3,0,2,0,0,0,-79.93611,41.77934,0,15,15,2016,6,59,No,y2016,0,1
OO-38,1,6/28/16,7/2/16,7/20/16,0,No,0,2,0,2,0,2,0,-79.93084,41.77408,4,22,18,2016,6,59,No,y2016,0,1
P-19,1,6/29/16,7/3/16,7/4/16,1,Yes,0,3,0,0,0,0,0,-79.94428,41.78386,4,5,1,2016,6,60,No,y2016,0,0
S-20,1,6/29/16,7/3/16,7/22/16,0,No,0,3,0,3,0,3,0,-79.94371,41.78265,4,23,19,2016,6,60,No,y2016,0,1
I-11,2,6/30/16,6/30/16,7/22/16,0,No,0,3,0,3,0,3,0,-79.94963,41.7865,0,22,22,2016,6,61,No,y2016,0,1
HH-43 (KR PowE),2,6/30/16,7/7/16,7/22/16,0,No,0,3,0,3,0,2,0,-79.92775,41.77678,7,22,15,2016,6,61,No,y2016,0,1
X-29,1,7/1/16,7/12/16,7/17/16,1,Yes,0,2,1,2,0,0,0,-79.93768,41.78113,11,16,5,2016,7,62,Yes,y2016,0,1
P-22,1,7/2/16,7/11/16,7/25/16,0,No,0,3,0,3,0,3,0,-79.94228,41.7843,9,23,14,2016,7,63,No,y2016,0,1
King Road,1,7/2/16,7/3/16,7/4/16,1,Yes,0,2,0,0,0,0,0,-79.93015,41.77429,1,2,1,2016,7,63,No,y2016,0,0
K-16,1,7/4/16,7/11/16,7/27/16,0,No,0,3,0,3,0,3,0,-79.94701,41.78629,7,23,16,2016,7,65,No,y2016,0,1
L-11,2,7/9/16,7/11/16,8/2/16,0,No,0,3,0,1,0,1,0,-79.94977,41.78502,2,24,22,2016,7,70,No,y2016,0,1
Q-19,1,7/9/16,7/11/16,7/17/16,1,Yes,0,3,0,0,0,0,0,-79.94442,41.78353,2,8,6,2016,7,70,No,y2016,0,0
II-26,1,7/9/16,7/12/16,7/30/16,1,Yes,0,3,0,3,0,0,0,-79.93838,41.77612,3,21,18,2016,7,70,No,y2016,0,1
HH-33,1,7/9/16,7/11/16,8/1/16,0,No,0,3,0,3,0,2,0,-79.93438,41.77716,2,23,21,2016,7,70,No,y2016,0,1
HH-23,1,7/10/16,7/14/16,7/19/16,1,Yes,1,3,0,0,0,0,0,-79.94042,41.77588,4,9,5,2016,7,71,No,y2016,0,0
LL-38,1,7/10/16,7/11/16,7/26/16,1,Yes,0,3,0,1,0,0,0,-79.93,41.77532,1,16,15,2016,7,71,No,y2016,0,1
F-18,1,7/13/16,7/19/16,8/3/16,0,No,0,2,0,2,0,2,0,-79.94627,41.78851,6,21,15,2016,7,74,No,y2016,0,1
S-17,1,7/14/16,7/15/16,7/26/16,1,Yes,0,3,0,0,0,0,0,-79.94565,41.78239,1,12,11,2016,7,75,No,y2016,0,0
W-18,1,7/15/16,8/2/16,8/6/16,1,Yes,0,3,0,3,0,0,0,-79.94429,41.78059,18,22,4,2016,7,76,No,y2016,0,1
X-27,2,7/17/16,7/18/16,8/7/16,0,No,0,3,0,3,0,3,0,-79.93874,41.78112,1,21,20,2016,7,78,No,y2016,0,1
R-15,1,7/22/16,7/23/16,8/14/16,0,No,0,3,0,3,0,3,0,-79.94631,41.78323,1,23,22,2016,7,83,No,y2016,0,1
Z-33,1,7/24/16,8/3/16,8/15/16,0,No,0,3,0,3,0,3,0,-79.93533,41.78083,10,22,12,2016,7,85,No,y2016,0,1
U-27,1,5/20/17,6/3/17,6/4/17,1,Yes,0,4,1,0,0,0,0,-79.93952,41.78264,14,15,1,2017,5,20,Yes,y2017,0,0
LL-36,1,5/20/17,5/26/17,5/27/17,1,Yes,0,3,2,0,0,0,0,-79.93205,41.77553,6,7,1,2017,5,20,Yes,y2017,0,0
K-15,1,5/21/17,5/22/17,6/17/17,0,No,0,4,1,3,0,3,0,-79.9474,41.78592,1,27,26,2017,5,21,Yes,y2017,0,1
X-19,1,5/21/17,5/26/17,5/29/17,1,Yes,0,1,2,0,0,0,0,-79.94421,41.78055,5,8,3,2017,5,21,Yes,y2017,0,0
OO-36,1,5/21/17,5/23/17,6/14/17,0,No,0,4,0,2,0,2,0,-79.93182,41.7738,2,24,22,2017,5,21,No,y2017,0,1
I-19,1,5/22/17,5/30/17,5/31/17,1,Yes,0,3,2,0,0,0,0,-79.94521,41.78731,8,9,1,2017,5,22,Yes,y2017,0,0
CC-24,1,5/22/17,5/22/17,6/16/17,0,No,0,4,1,3,0,3,0,-79.93994,41.77889,0,25,25,2017,5,22,Yes,y2017,0,1
H-16,1,5/23/17,5/27/17,6/6/17,1,Yes,0,3,0,0,0,0,0,-79.94716,41.78766,4,14,10,2017,5,23,No,y2017,0,0
S-15,1,5/23/17,6/3/17,6/6/17,1,Yes,0,4,0,0,0,0,0,-79.94643,41.78281,11,14,3,2017,5,23,No,y2017,0,0
OO-30,1,5/23/17,6/5/17,6/15/17,0,No,0,3,1,3,1,2,1,-79.93543,41.77354,13,23,10,2017,5,23,Yes,y2017,1,1
NN-35,1,5/23/17,5/23/17,5/27/17,1,Yes,0,2,1,0,0,0,0,-79.93267,41.77475,0,4,4,2017,5,23,Yes,y2017,0,0
LL-38,1,5/23/17,5/29/17,6/4/17,1,Yes,1,4,1,0,0,0,0,-79.9309,41.77564,6,12,6,2017,5,23,Yes,y2017,0,0
G-18,1,5/24/17,6/2/17,6/6/17,1,Yes,1,3,0,0,0,0,0,-79.94627,41.78842,9,13,4,2017,5,24,No,y2017,0,0
U-18,1,5/24/17,5/24/17,6/5/17,1,Yes,0,3,1,0,0,0,0,-79.94493,41.78159,0,12,12,2017,5,24,Yes,y2017,0,0
GG-37,1,5/24/17,5/26/17,6/17/17,0,No,0,3,2,2,1,2,1,-79.93149,41.77729,2,24,22,2017,5,24,Yes,y2017,1,1
OO-38 (King Rd),1,5/24/17,5/29/17,5/30/17,1,Yes,0,2,1,0,0,0,0,-79.9304,41.77394,5,6,1,2017,5,24,Yes,y2017,0,0
EE-40,1,5/24/17,5/26/17,6/19/17,0,No,0,3,2,2,0,2,0,-79.93037,41.77862,2,26,24,2017,5,24,Yes,y2017,0,1
EE-44,1,5/24/17,6/1/17,6/4/17,1,Yes,0,3,2,0,0,0,0,-79.92786,41.77912,8,11,3,2017,5,24,Yes,y2017,0,0
F-18,1,5/25/17,5/30/17,6/15/17,1,Yes,0,3,1,1,0,0,0,-79.94605,41.78895,5,21,16,2017,5,25,Yes,y2017,0,1
O-17,1,5/25/17,5/30/17,6/17/17,0,No,0,4,0,4,0,4,0,-79.94598,41.78464,5,23,18,2017,5,25,No,y2017,0,1
P-18,1,5/25/17,5/26/17,6/17/17,0,No,0,3,1,1,0,1,0,-79.94479,41.78396,1,23,22,2017,5,25,Yes,y2017,0,1
Z-21,1,5/25/17,5/25/17,5/27/17,1,Yes,1,1,0,0,0,0,0,-79.9423,41.77988,0,2,2,2017,5,25,No,y2017,0,0
S-27,1,5/25/17,6/6/17,6/7/17,1,Yes,0,3,0,0,0,0,0,-79.93927,41.78347,12,13,1,2017,5,25,No,y2017,0,0
FF-35,1,5/25/17,6/1/17,6/11/17,1,Yes,0,4,1,2,1,0,0,-79.93301,41.77762,7,17,10,2017,5,25,Yes,y2017,1,1
